time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-09-03,29.3,24.0,35.4,0.0,,110.0,16.9,,1009.9,
2025-09-04,29.4,25.7,34.8,0.8,,85.0,15.1,,1009.8,
2025-09-05,28.1,25.2,34.2,7.6,,226.0,8.1,,1010.3,
2025-09-06,28.3,23.8,33.4,0.1,,27.0,8.5,,1010.8,
2025-09-07,28.9,24.4,34.3,0.0,,223.0,9.0,,1010.5,
2025-09-08,29.0,25.0,34.7,3.8,,231.0,10.2,,1010.5,
2025-09-09,27.2,24.7,30.6,13.2,,202.0,7.0,,1011.2,
2025-09-10,26.6,24.1,30.9,15.9,,109.0,9.2,,1010.4,
2025-09-11,25.9,23.5,29.3,14.4,,41.0,9.0,,1010.9,
2025-09-12,26.6,23.9,30.2,7.7,,233.0,7.1,,1011.0,
2025-09-13,27.6,23.3,31.9,0.0,,259.0,7.3,,1011.1,
2025-09-14,27.2,23.7,31.5,0.4,,198.0,9.0,,1011.1,
2025-09-15,27.8,24.3,31.8,0.5,,88.0,9.3,,1010.9,
2025-09-16,27.3,24.6,33.1,8.5,,30.0,8.4,,1010.6,
2025-09-17,26.1,23.5,30.0,13.7,,91.0,8.4,,1011.4,
2025-09-18,26.1,23.2,30.8,3.5,,95.0,8.7,,1011.3,
2025-09-19,26.3,24.0,29.9,4.4,,156.0,7.7,,1011.2,
2025-09-20,26.6,24.3,29.7,10.5,,96.0,12.1,,1011.0,
2025-09-21,27.1,24.8,30.7,15.8,,88.0,9.6,,1011.0,
2025-09-22,27.3,24.0,32.4,3.2,,143.0,9.2,,1010.3,
2025-09-23,27.2,23.2,31.9,0.9,,293.0,8.2,,1010.5,
2025-09-24,27.5,23.2,31.9,0.0,,77.0,8.2,,1009.6,
2025-09-25,27.5,24.0,31.3,1.6,,105.0,9.3,,1010.3,
2025-09-26,28.1,23.3,32.8,0.7,,98.0,9.7,,1010.7,
2025-09-27,27.6,23.9,32.6,8.0,,186.0,8.9,,1010.3,
2025-09-28,28.0,25.3,33.7,8.9,,122.0,12.4,,1010.5,
2025-09-29,26.6,24.1,30.7,16.9,,314.0,9.0,,1011.4,
2025-09-30,26.2,23.9,29.4,14.4,,75.0,9.2,,1010.6,
2025-10-01,26.0,24.0,29.3,6.7,,116.0,10.6,,1010.4,
2025-10-02,25.3,23.0,27.7,23.1,,16.0,7.9,,1012.0,
2025-10-03,27.2,23.2,31.5,0.0,,285.0,7.6,,1011.9,
2025-10-04,27.8,23.9,32.4,0.5,,22.0,8.4,,1011.7,
2025-10-05,27.3,25.1,31.8,7.9,,127.0,8.9,,1012.0,
2025-10-06,27.2,24.4,31.4,10.3,,109.0,9.1,,1012.0,
2025-10-07,26.5,22.8,31.7,7.1,,266.0,10.1,,1012.8,
2025-10-08,27.1,23.1,31.9,0.7,,197.0,8.9,,1011.7,
2025-10-09,27.6,23.8,31.2,0.0,,72.0,7.9,,1010.9,
2025-10-12,29.4,24.7,34.3,0.6,,66.0,9.9,,1009.6,
2025-10-13,28.0,25.2,32.1,15.0,,218.0,9.2,,1009.8,
2025-10-14,29.0,25.7,35.2,4.2,,132.0,11.0,,1008.3,
2025-10-15,28.9,26.1,34.3,4.8,,61.0,11.2,,1007.1,
2025-10-16,27.9,25.1,33.0,8.3,,269.0,8.8,,1007.3,
2025-10-17,28.0,25.1,32.8,5.9,,199.0,8.1,,1008.1,
2025-10-18,27.6,25.1,31.7,2.4,,178.0,6.4,,1007.5,
2025-10-19,27.6,24.9,31.5,0.9,,123.0,8.4,,1006.6,
2025-10-20,28.0,24.9,31.9,2.1,,124.0,8.7,,1006.9,
2025-10-21,27.7,25.4,31.6,3.7,,251.0,10.2,,1008.3,
2025-10-22,27.1,25.2,30.1,13.7,,252.0,7.2,,1009.1,
2025-10-23,26.8,24.5,30.1,5.8,,245.0,12.4,,1009.3,
2025-10-24,25.7,24.2,30.2,31.7,,268.0,11.4,,1009.4,
2025-10-25,26.6,23.6,29.7,2.4,,243.0,11.5,,1009.7,
2025-10-26,27.1,23.7,31.3,9.2,,214.0,8.1,,1010.2,
2025-10-27,26.9,24.4,31.2,6.4,,117.0,7.3,,1010.5,
2025-10-28,26.0,24.4,28.2,9.4,,251.0,7.3,,1011.1,
2025-10-29,26.4,24.1,30.9,17.9,,276.0,7.2,,1010.9,
2025-10-30,26.5,24.3,30.7,7.1,,206.0,6.1,,1010.6,
2025-10-31,27.0,24.3,31.0,0.0,,148.0,6.8,,1011.3,
2025-11-01,27.1,24.3,31.7,7.3,,131.0,8.2,,1011.1,
2025-11-02,26.5,24.1,30.6,6.7,,169.0,6.7,,1010.9,
2025-11-03,26.9,24.6,31.4,9.6,,249.0,8.9,,1010.4,
2025-11-04,27.1,24.0,31.1,11.9,,252.0,10.1,,1009.8,
2025-11-05,26.9,23.7,30.5,1.2,,257.0,14.2,,1009.5,
2025-11-06,26.9,24.7,30.2,1.8,,250.0,17.4,,1009.1,
2025-11-07,27.1,24.4,30.8,5.0,,258.0,15.2,,1009.1,
2025-11-08,25.6,23.7,30.3,23.7,,254.0,14.7,,1010.5,
2025-11-09,27.5,24.6,32.2,4.5,,260.0,15.2,,1009.4,
2025-11-10,27.5,25.1,32.1,6.8,,257.0,16.5,,1009.0,
2025-11-11,26.0,23.7,30.6,15.9,,252.0,14.9,,1009.9,
2025-11-12,25.8,23.2,28.8,13.6,,260.0,16.3,,1010.5,
2025-11-13,25.6,24.3,28.1,4.7,,260.0,17.7,,1010.4,
2025-11-14,25.7,23.6,28.2,3.2,,262.0,15.7,,1009.3,
2025-11-15,26.7,24.4,30.6,6.3,,264.0,12.4,,1009.5,
2025-11-16,27.0,23.7,30.5,7.4,,264.0,15.7,,1009.7,
2025-11-17,27.3,25.0,31.3,7.8,,249.0,12.5,,1009.6,
2025-11-18,26.1,24.7,29.6,13.9,,273.0,10.9,,1008.9,
2025-11-19,26.7,23.9,30.5,16.2,,264.0,9.2,,1008.8,
2025-11-20,25.5,24.6,27.8,11.2,,257.0,16.5,,1009.2,
2025-11-21,26.7,24.0,31.0,19.3,,245.0,15.6,,1009.1,
2025-11-22,27.0,23.9,30.8,3.1,,231.0,8.2,,1008.4,
2025-11-23,26.6,24.4,30.7,8.1,,244.0,10.2,,1008.5,
2025-11-24,27.0,23.5,32.5,0.0,,260.0,14.4,,1008.0,
2025-11-25,27.7,22.9,33.1,0.0,,252.0,13.3,,1007.4,
2025-11-26,27.9,23.6,33.2,1.6,,250.0,13.2,,1007.7,
2025-11-27,28.7,24.6,33.3,1.0,,280.0,10.2,,1008.7,
2025-11-28,29.3,24.8,35.0,0.9,,207.0,10.7,,1008.6,
2025-11-29,28.8,25.4,34.3,6.2,,233.0,9.8,,1009.5,
2025-11-30,27.7,25.4,32.5,15.4,,180.0,7.6,,1010.7,
2025-12-01,28.4,24.5,33.7,1.8,,336.0,7.3,,1010.6,
2025-12-02,27.4,24.5,32.7,6.3,,141.0,8.3,,1010.5,
2025-12-03,26.3,24.5,29.9,17.7,,13.0,8.1,,1010.7,
2025-12-04,25.6,23.4,29.9,19.3,,152.0,7.2,,1011.4,
2025-12-05,26.7,23.3,30.8,0.9,,248.0,7.2,,1010.9,
2025-12-06,26.2,23.6,29.6,5.6,,181.0,7.5,,1010.3,
2025-12-07,26.5,23.2,30.3,7.8,,291.0,7.6,,1009.8,
2025-12-08,26.3,24.4,29.5,0.0,,261.0,13.7,,1009.7,
2025-12-09,26.5,24.0,30.6,0.7,,283.0,13.1,,1009.3,
2025-12-10,27.0,24.3,31.0,3.9,,259.0,11.6,,1009.6,
2025-12-11,27.1,23.7,31.7,11.4,,277.0,8.9,,1009.6,
2025-12-12,28.3,24.2,33.5,0.3,,256.0,8.9,,1007.9,
2025-12-13,28.0,24.6,32.9,2.3,,266.0,14.0,,1007.8,
2025-12-14,27.5,24.7,32.0,2.6,,264.0,19.5,,1008.1,
2025-12-15,28.4,24.8,33.0,2.0,,256.0,22.9,,1008.6,
2025-12-16,28.5,25.8,34.1,4.8,,256.0,20.7,,1008.4,
2025-12-17,27.4,24.2,30.9,3.3,,258.0,21.1,,1008.4,
2025-12-18,26.3,24.5,29.1,20.7,,266.0,20.6,,1007.9,
2025-12-19,25.8,23.8,28.5,2.5,,268.0,19.8,,1007.7,
2025-12-20,26.1,23.6,30.4,31.5,,265.0,14.8,,1007.4,
2025-12-21,26.7,24.1,30.1,2.1,,266.0,12.3,,1007.9,
2025-12-22,27.9,24.3,31.4,1.3,,285.0,11.8,,1007.6,
2025-12-23,28.1,24.2,31.5,3.4,,293.0,11.3,,1007.6,
2025-12-24,26.9,24.1,31.2,6.8,,289.0,9.8,,1007.7,
2025-12-25,28.3,24.9,33.5,6.1,,276.0,10.5,,1007.5,
2025-12-26,26.5,24.5,30.3,19.0,,277.0,12.5,,1009.1,
2025-12-27,28.1,25.5,32.3,0.8,,256.0,17.2,,1008.9,
2025-12-28,28.0,25.0,32.8,1.0,,256.0,15.5,,1009.1,
2025-12-29,27.2,24.8,31.5,2.3,,266.0,15.8,,1009.0,
2025-12-30,26.5,24.1,31.1,14.1,,276.0,13.9,,1008.6,
2025-12-31,25.0,23.3,27.7,24.9,,253.0,13.8,,1008.6,
