time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-09-02,29.1,25.0,31.6,0.0,,19.0,8.7,,1010.4,
2023-09-03,27.6,23.5,32.9,0.0,,131.0,13.3,,1009.8,
2023-09-04,28.4,24.2,33.4,0.0,,86.0,11.6,,1009.3,
2023-09-05,28.9,24.6,33.6,0.0,,68.0,9.1,,1010.5,
2023-09-06,29.3,25.2,33.4,0.0,,332.0,7.9,,1011.3,
2023-09-07,29.0,26.0,32.6,0.0,,349.0,7.8,,1011.6,
2023-09-08,29.5,26.6,33.2,3.0,,43.0,8.6,,1011.2,
2023-09-09,29.3,26.6,33.0,0.9,,323.0,7.6,,1011.0,
2023-09-10,28.7,26.2,31.8,0.4,,345.0,7.7,,1011.5,
2023-09-11,29.1,26.6,33.7,0.0,,59.0,8.4,,1011.5,
2023-09-12,30.1,26.2,34.4,0.0,,72.0,9.4,,1011.9,
2023-09-13,29.8,26.6,33.0,0.0,,356.0,7.7,,1011.7,
2023-09-14,29.4,25.0,33.8,0.3,,334.0,10.3,,1011.6,
2023-09-15,29.7,26.0,34.2,0.0,,40.0,9.3,,1011.2,
2023-09-16,29.6,26.4,33.4,0.0,,79.0,9.5,,1011.1,
2023-09-17,29.8,26.6,33.0,1.3,,25.0,8.6,,1010.7,
2023-09-18,29.6,26.8,32.4,0.9,,350.0,8.7,,1010.3,
2023-09-19,30.3,27.4,32.6,7.7,,357.0,6.7,,1010.5,
2023-09-20,30.0,24.1,32.8,1.4,,359.0,7.8,,1010.5,
2023-09-21,29.3,22.6,33.4,5.0,,335.0,8.4,,1010.8,
2023-09-22,29.2,25.0,32.6,0.0,,355.0,10.2,,1010.7,
2023-09-23,28.9,26.4,32.6,0.0,,2.0,9.0,,1010.6,
2023-09-24,28.8,23.7,32.2,0.2,,342.0,7.7,,1010.7,
2023-09-25,29.9,25.6,34.2,0.0,,319.0,9.0,,1010.3,
2023-09-26,29.8,25.0,34.0,0.0,,4.0,9.7,,1010.3,
2023-09-27,30.2,26.0,35.0,0.0,,21.0,9.4,,1010.4,
2023-09-28,30.6,23.0,35.5,0.0,,51.0,12.3,,1010.8,
2023-09-29,31.0,26.8,36.8,0.4,,11.0,8.6,,1012.3,
2023-09-30,29.6,25.6,33.7,0.0,,238.0,9.2,,1012.2,
2023-10-01,29.1,26.6,32.8,0.4,,12.0,7.8,,1011.7,
2023-10-02,29.4,26.8,33.0,0.1,,38.0,10.6,,1012.1,
2023-10-03,29.5,26.6,34.2,0.0,,11.0,9.6,,1012.5,
2023-10-04,29.5,25.0,33.0,0.4,,19.0,7.6,,1011.8,
2023-10-05,30.2,27.2,34.0,0.0,,61.0,8.7,,1011.0,
2023-10-06,29.7,23.8,32.4,1.4,,284.0,8.2,,1011.0,
2023-10-07,29.8,26.4,33.6,2.4,,337.0,7.4,,1011.1,
2023-10-08,30.1,26.0,33.4,0.1,,15.0,9.0,,1011.8,
2023-10-09,30.4,27.0,34.6,0.5,,8.0,9.2,,1012.2,
2023-10-10,30.6,27.8,34.9,2.2,,56.0,9.2,,1011.9,
2023-10-11,30.3,27.6,33.8,2.4,,2.0,9.0,,1011.3,
2023-10-12,30.8,28.0,35.2,0.0,,68.0,9.6,,1011.8,
2023-10-13,30.3,28.0,35.0,0.0,,285.0,9.5,,1011.8,
2023-10-14,30.5,28.0,33.6,0.2,,29.0,8.9,,1011.0,
2023-10-15,30.8,27.4,36.0,0.6,,40.0,8.7,,1011.0,
2023-10-16,30.7,27.6,35.0,0.0,,345.0,9.8,,1010.7,
2023-10-17,31.8,28.0,36.6,0.2,,20.0,9.3,,1010.8,
2023-10-18,30.6,26.0,33.4,0.0,,343.0,10.8,,1011.3,
2023-10-19,30.6,27.6,34.8,0.0,,70.0,13.1,,1011.9,
2023-10-20,30.0,26.0,33.0,8.5,,70.0,9.1,,1011.8,
2023-10-21,30.4,28.0,34.6,1.6,,18.0,7.8,,1011.8,
2023-10-22,30.4,27.8,33.9,0.1,,34.0,6.6,,1012.1,
2023-10-23,30.1,27.6,34.0,0.5,,358.0,6.6,,1011.7,
2023-10-24,29.3,26.0,33.0,2.4,,15.0,7.7,,1011.7,
2023-10-25,29.4,26.4,33.0,9.7,,36.0,8.0,,1012.3,
2023-10-26,30.2,27.2,33.6,3.4,,312.0,7.1,,1012.1,
2023-10-27,30.3,27.0,33.9,0.8,,17.0,7.0,,1011.0,
2023-10-28,30.4,27.0,34.8,0.0,,11.0,8.4,,1010.6,
2023-10-29,29.9,27.0,34.0,0.0,,305.0,9.2,,1010.1,
2023-10-30,30.7,27.0,33.8,0.1,,340.0,7.7,,1009.6,
2023-10-31,30.0,25.2,33.0,0.3,,36.0,7.8,,1009.8,
2023-11-01,29.7,27.0,33.2,9.4,,353.0,7.3,,1010.5,
2023-11-02,30.3,27.6,33.4,1.9,,11.0,7.3,,1009.8,
2023-11-03,30.1,27.8,33.4,11.2,,26.0,8.3,,1009.4,
2023-11-04,28.6,24.1,32.6,6.8,,60.0,7.7,,1009.5,
2023-11-05,28.7,24.4,32.6,6.7,,51.0,7.1,,1010.3,
2023-11-06,30.2,25.0,33.4,0.0,,327.0,6.1,,1010.4,
2023-11-07,30.3,27.4,33.4,0.2,,352.0,8.2,,1010.4,
2023-11-08,30.4,27.6,33.6,0.4,,12.0,8.0,,1009.9,
2023-11-09,29.6,27.0,33.8,5.2,,345.0,8.3,,1010.4,
2023-11-10,28.8,24.6,33.4,4.3,,91.0,8.0,,1011.2,
2023-11-11,29.3,26.2,33.2,5.7,,32.0,7.2,,1011.4,
2023-11-12,30.1,24.6,34.0,0.8,,48.0,7.4,,1011.2,
2023-11-13,31.3,26.0,35.6,5.8,,75.0,8.2,,1010.8,
2023-11-14,30.3,24.0,34.4,9.9,,316.0,7.5,,1011.1,
2023-11-15,29.5,25.2,33.4,1.3,,336.0,6.0,,1011.0,
2023-11-16,29.9,26.2,34.2,5.1,,87.0,8.3,,1011.3,
2023-11-17,29.8,26.0,33.4,5.9,,14.0,7.4,,1011.3,
2023-11-18,29.2,27.0,33.0,5.7,,6.0,6.6,,1010.3,
2023-11-19,29.4,24.2,33.4,7.4,,20.0,8.5,,1010.1,
2023-11-20,30.2,26.0,34.2,4.3,,308.0,9.0,,1010.0,
2023-11-21,30.1,27.4,33.6,16.6,,52.0,8.0,,1009.3,
2023-11-22,29.9,26.0,33.6,7.4,,301.0,7.6,,1008.7,
2023-11-23,29.1,27.4,32.2,15.2,,25.0,6.4,,1008.1,
2023-11-24,28.5,24.4,32.8,9.7,,341.0,7.3,,1008.5,
2023-11-25,26.1,25.0,29.6,2.5,,21.0,6.1,,1009.3,
2023-11-26,29.1,24.8,32.8,8.3,,310.0,7.0,,1009.2,
2023-11-27,28.2,26.4,32.2,11.6,,20.0,6.6,,1009.5,
2023-11-28,29.6,26.4,33.0,14.5,,307.0,6.1,,1008.9,
2023-11-29,29.6,23.6,34.2,4.0,,333.0,6.9,,1008.7,
2023-11-30,28.3,25.8,32.6,31.0,,229.0,7.1,,1009.4,
2023-12-01,26.6,23.6,30.4,0.6,,29.0,6.0,,1009.6,
2023-12-02,29.4,25.8,33.0,8.7,,245.0,6.8,,1008.9,
2023-12-03,28.8,26.0,31.8,21.2,,319.0,7.6,,1009.7,
2023-12-04,26.8,23.9,29.0,6.4,,40.0,4.4,,1010.7,
2023-12-05,29.3,24.8,32.4,7.4,,50.0,6.5,,1009.7,
2023-12-06,29.4,26.2,33.4,14.6,,288.0,7.1,,1010.4,
2023-12-07,29.2,27.2,31.4,10.0,,327.0,7.2,,1010.2,
2023-12-08,29.2,26.4,32.6,2.8,,336.0,6.4,,1009.7,
2023-12-09,29.0,26.6,32.4,3.8,,281.0,6.3,,1009.5,
2023-12-10,29.2,26.8,32.0,7.7,,4.0,6.7,,1009.1,
2023-12-11,29.9,26.8,33.0,5.8,,4.0,9.2,,1008.5,
2023-12-12,29.4,23.5,31.8,1.1,,326.0,8.0,,1008.6,
2023-12-13,29.8,26.4,33.0,0.8,,317.0,8.4,,1009.0,
2023-12-14,30.6,26.8,33.8,0.1,,4.0,8.0,,1009.8,
2023-12-15,30.4,25.0,33.4,0.0,,318.0,9.3,,1009.5,
2023-12-16,30.4,26.4,33.2,0.1,,313.0,9.0,,1009.0,
2023-12-17,30.5,26.4,34.8,0.0,,302.0,11.1,,1009.5,
2023-12-18,30.6,26.8,34.2,0.8,,340.0,9.4,,1009.6,
2023-12-19,30.2,25.9,34.4,0.1,,296.0,10.8,,1009.9,
2023-12-20,30.3,23.9,35.6,0.0,,320.0,9.1,,1009.3,
2023-12-21,29.8,25.4,34.6,0.0,,306.0,10.8,,1009.8,
2023-12-22,30.0,26.2,33.2,0.0,,335.0,9.9,,1010.5,
2023-12-23,31.0,26.0,33.8,6.8,,31.0,8.3,,1010.9,
2023-12-24,30.6,25.5,33.6,5.8,,28.0,7.2,,1011.0,
2023-12-25,28.6,25.0,32.2,3.7,,353.0,8.4,,1011.7,
2023-12-26,28.4,25.2,31.0,3.5,,332.0,4.9,,1012.0,
2023-12-27,28.6,26.4,33.2,1.5,,295.0,6.0,,1012.5,
2023-12-28,29.8,26.6,33.2,13.7,,32.0,5.8,,1011.0,
2023-12-29,29.3,25.0,33.0,10.1,,34.0,6.5,,1009.9,
2023-12-30,29.2,26.4,32.6,19.6,,51.0,8.7,,1010.0,
2023-12-31,28.6,24.6,32.2,17.6,,353.0,7.7,,1010.2,
2024-01-01,29.4,26.4,32.2,9.3,,33.0,5.8,,1010.0,
2024-01-02,29.7,27.2,31.8,15.6,,31.0,7.5,,1009.1,
2024-01-03,28.0,24.0,30.2,17.6,,286.0,6.7,,1009.6,
2024-01-04,27.1,23.7,31.4,56.9,,277.0,9.5,,1010.5,
2024-01-05,28.0,25.0,32.4,11.3,,318.0,7.3,,1010.5,
2024-01-06,27.9,25.2,32.2,11.9,,313.0,7.0,,1010.0,
2024-01-07,28.1,25.8,31.4,10.8,,276.0,6.8,,1010.4,
2024-01-08,28.4,25.8,31.6,6.5,,295.0,7.4,,1010.7,
2024-01-09,29.2,25.0,33.8,6.0,,231.0,8.9,,1009.2,
2024-01-10,29.2,26.4,32.8,5.5,,289.0,8.8,,1008.9,
2024-01-11,27.4,24.8,32.8,11.3,,277.0,11.2,,1009.5,
2024-01-12,28.5,25.0,33.4,3.2,,274.0,12.3,,1008.9,
2024-01-13,28.5,26.2,32.4,0.8,,272.0,11.2,,1009.0,
2024-01-14,29.3,26.2,32.4,2.5,,294.0,7.9,,1009.1,
2024-01-15,29.4,26.0,31.4,3.5,,304.0,10.5,,1009.0,
2024-01-16,30.2,27.2,34.6,5.0,,269.0,14.7,,1008.7,
2024-01-17,28.7,27.2,32.0,2.5,,291.0,12.9,,1008.6,
2024-01-18,28.4,25.0,32.6,2.4,,271.0,15.0,,1008.6,
2024-01-19,26.3,24.9,28.4,17.9,,269.0,18.3,,1009.9,
2024-01-20,30.5,24.8,35.4,0.0,,270.0,18.3,,1009.5,
2024-01-21,28.7,26.0,32.8,2.5,,266.0,16.5,,1010.1,
2024-01-22,30.4,26.4,35.0,0.5,,271.0,19.1,,1010.6,
2024-01-23,30.2,27.0,34.6,3.2,,259.0,15.3,,1011.1,
2024-01-24,29.8,26.0,33.6,7.7,,269.0,14.5,,1011.3,
2024-01-25,30.1,27.0,33.0,2.1,,299.0,11.9,,1012.3,
2024-01-26,29.3,23.7,32.4,4.3,,348.0,11.4,,1013.3,
2024-01-27,26.3,23.2,28.4,15.3,,284.0,8.7,,1012.9,
2024-01-28,27.6,25.1,30.6,11.0,,305.0,10.5,,1012.9,
2024-01-29,27.2,23.2,29.8,15.5,,278.0,9.4,,1012.7,
2024-01-30,26.9,24.6,32.8,37.1,,297.0,10.3,,1012.6,
2024-01-31,27.9,25.0,31.4,25.1,,293.0,7.0,,1013.0,
2024-02-01,27.8,25.0,31.2,20.0,,306.0,8.8,,1012.7,
2024-02-02,28.2,24.3,34.2,7.9,,288.0,10.5,,1011.8,
2024-02-03,28.2,25.1,31.6,13.7,,279.0,13.7,,1012.1,
2024-02-04,28.0,23.3,31.0,6.7,,290.0,10.6,,1012.8,
2024-02-05,27.9,26.0,32.0,14.0,,312.0,9.6,,1013.0,
2024-02-06,26.4,23.6,31.0,20.8,,279.0,11.2,,1012.8,
2024-02-07,29.2,25.2,33.4,1.1,,290.0,10.6,,1011.7,
2024-02-08,29.3,25.4,32.6,1.4,,298.0,8.0,,1011.1,
2024-02-09,29.2,26.0,31.0,5.4,,18.0,7.6,,1011.3,
2024-02-10,28.7,25.2,32.0,12.2,,298.0,9.3,,1012.9,
2024-02-11,28.7,26.6,32.0,6.3,,291.0,12.1,,1013.2,
2024-02-12,28.7,26.2,32.6,11.0,,319.0,9.8,,1012.8,
2024-02-13,28.7,24.1,31.2,2.8,,301.0,11.5,,1011.9,
2024-02-14,27.5,24.4,30.0,8.5,,308.0,8.3,,1011.2,
2024-02-15,28.7,24.1,31.4,3.4,,296.0,6.7,,1011.0,
2024-02-16,28.1,26.4,30.0,7.6,,293.0,9.3,,1011.3,
2024-02-17,28.1,25.0,31.0,12.0,,278.0,7.8,,1011.0,
2024-02-18,28.5,26.0,30.4,14.6,,1.0,6.7,,1011.2,
2024-02-19,29.4,26.6,32.4,7.7,,341.0,7.3,,1011.4,
2024-02-20,29.8,26.8,33.0,1.0,,320.0,8.2,,1010.9,
2024-02-21,29.4,26.0,33.0,19.4,,289.0,7.8,,1010.9,
2024-02-22,30.1,27.4,34.0,1.6,,294.0,12.7,,1010.7,
2024-02-23,30.2,27.2,34.0,0.9,,264.0,14.6,,1010.3,
2024-02-24,28.9,24.9,31.6,10.5,,303.0,12.0,,1010.6,
2024-02-25,28.4,26.0,32.8,20.9,,302.0,10.2,,1010.9,
2024-02-26,28.6,25.6,31.0,2.1,,6.0,4.9,,1010.3,
2024-02-27,29.0,26.2,32.2,15.9,,332.0,6.8,,1009.4,
2024-02-28,27.9,24.8,30.8,18.3,,318.0,7.7,,1009.2,
2024-02-29,26.0,25.0,27.0,11.0,,308.0,5.6,,1009.4,
2024-03-01,29.1,25.2,32.4,12.3,,291.0,7.2,,1009.7,
2024-03-02,27.7,24.8,30.4,17.0,,286.0,11.2,,1009.7,
2024-03-03,27.7,25.8,31.0,21.2,,304.0,9.1,,1010.3,
2024-03-04,29.2,25.0,34.0,3.3,,266.0,12.1,,1009.8,
2024-03-05,30.1,26.4,35.2,12.2,,263.0,14.1,,1009.0,
2024-03-06,29.6,27.2,33.0,20.1,,274.0,11.3,,1008.5,
2024-03-07,30.3,26.8,34.6,18.5,,265.0,13.5,,1008.0,
2024-03-08,29.0,25.0,32.0,14.6,,271.0,13.6,,1008.3,
2024-03-09,25.4,24.2,27.2,6.8,,298.0,9.0,,1009.7,
2024-03-10,27.8,24.2,30.8,16.4,,291.0,7.3,,1010.1,
2024-03-11,27.9,25.4,29.8,26.5,,303.0,13.9,,1010.7,
2024-03-12,29.0,25.0,31.4,20.0,,282.0,14.4,,1010.5,
2024-03-13,28.3,26.4,31.6,18.7,,295.0,16.1,,1010.6,
2024-03-14,27.1,23.7,29.6,14.1,,277.0,12.4,,1010.7,
2024-03-15,27.3,24.6,30.8,4.3,,273.0,12.3,,1010.9,
2024-03-16,25.9,24.0,30.0,5.7,,274.0,14.8,,1011.3,
2024-03-17,27.1,23.9,29.0,11.7,,271.0,14.6,,1010.1,
2024-03-18,28.9,25.6,32.4,0.9,,279.0,15.2,,1009.8,
2024-03-19,30.2,26.2,34.8,0.5,,278.0,14.2,,1009.7,
2024-03-20,30.3,25.0,35.4,0.0,,261.0,14.9,,1009.8,
2024-03-21,29.0,23.0,32.0,3.8,,295.0,12.6,,1009.9,
2024-03-22,26.3,23.4,29.6,5.6,,1.0,5.8,,1009.5,
2024-03-23,29.6,25.4,33.6,1.1,,357.0,6.2,,1009.6,
2024-03-24,29.8,26.0,33.4,3.4,,67.0,7.3,,1010.6,
2024-03-25,29.2,27.2,32.0,4.9,,55.0,7.0,,1010.7,
2024-03-26,30.8,27.4,34.0,6.4,,100.0,8.7,,1011.5,
2024-03-27,28.9,24.2,30.8,13.2,,82.0,5.4,,1012.9,
2024-03-28,26.6,24.3,30.8,5.9,,148.0,7.9,,1012.2,
2024-03-29,27.1,23.7,32.1,2.0,,124.0,8.9,,1011.2,
2024-03-30,27.4,23.9,32.2,2.6,,137.0,8.6,,1011.7,
2024-03-31,27.2,24.2,30.7,3.9,,280.0,7.7,,1011.9,
2024-04-01,27.1,24.5,31.7,9.7,,116.0,7.6,,1010.7,
2024-04-02,27.6,24.9,31.0,1.4,,74.0,6.6,,1009.5,
2024-04-03,28.3,24.8,32.6,31.3,,72.0,7.8,,1009.5,
2024-04-04,30.1,26.0,34.4,5.6,,10.0,6.2,,1008.8,
2024-04-05,28.8,26.0,32.4,5.6,,24.0,5.2,,1008.7,
2024-04-06,29.3,26.6,32.4,3.4,,2.0,6.7,,1008.4,
2024-04-07,29.6,26.4,34.4,1.2,,45.0,7.2,,1007.7,
2024-04-08,29.9,26.0,33.0,0.0,,317.0,7.9,,1008.0,
2024-04-09,28.7,27.4,32.2,3.8,,19.0,7.4,,1008.8,
2024-04-10,28.7,26.5,33.4,5.9,,103.0,6.0,,1009.3,
2024-04-11,28.8,24.9,32.4,7.3,,64.0,7.9,,1009.5,
2024-04-12,27.9,25.2,32.4,18.2,,108.0,7.1,,1009.5,
2024-04-13,29.6,26.0,32.8,10.1,,1.0,8.0,,1009.2,
2024-04-14,29.0,26.8,33.4,8.7,,111.0,7.5,,1010.6,
2024-04-15,30.0,24.3,33.6,3.7,,86.0,9.3,,1010.8,
2024-04-16,30.9,26.4,34.6,7.6,,98.0,10.5,,1009.7,
2024-04-17,28.7,24.2,33.4,9.9,,315.0,9.3,,1009.3,
2024-04-18,29.4,25.4,33.4,3.3,,62.0,7.7,,1008.9,
2024-04-19,29.7,27.2,33.2,10.5,,110.0,7.9,,1008.0,
2024-04-20,30.2,27.0,33.6,17.8,,96.0,7.1,,1008.0,
2024-04-21,29.6,26.0,33.0,16.4,,87.0,7.6,,1009.2,
2024-04-22,31.0,27.5,34.0,8.7,,99.0,5.9,,1008.5,
2024-04-23,29.8,24.6,32.8,14.0,,343.0,7.4,,1008.3,
2024-04-24,29.9,24.5,34.4,0.0,,320.0,6.2,,1007.8,
2024-04-25,28.9,25.6,32.0,17.0,,35.0,7.4,,1008.3,
2024-04-26,30.1,26.4,34.4,9.7,,90.0,7.3,,1007.7,
2024-04-27,29.6,24.3,34.4,23.8,,96.0,9.5,,1008.4,
2024-04-28,30.1,26.2,33.6,0.1,,0.0,7.2,,1009.2,
2024-04-29,31.4,26.8,35.0,5.2,,78.0,9.1,,1008.5,
2024-04-30,31.0,28.0,34.4,2.9,,37.0,7.5,,1008.0,
2024-05-01,27.8,24.4,32.0,8.3,,13.0,7.2,,1007.5,
2024-05-02,30.7,28.0,33.0,8.4,,128.0,6.6,,1008.3,
2024-05-03,30.7,27.0,33.8,6.2,,337.0,7.6,,1008.7,
2024-05-04,30.2,24.4,34.0,0.1,,297.0,6.0,,1008.9,
2024-05-05,30.7,27.4,34.6,2.7,,353.0,7.0,,1008.8,
2024-05-06,30.5,27.0,33.4,5.2,,270.0,6.7,,1009.5,
2024-05-07,31.2,28.0,35.0,6.2,,332.0,6.5,,1009.7,
2024-05-08,30.7,24.7,34.2,0.3,,304.0,7.4,,1009.8,
2024-05-09,30.6,27.0,35.2,2.3,,111.0,7.7,,1009.2,
2024-05-10,30.8,27.8,34.6,9.9,,82.0,9.8,,1009.4,
2024-05-11,31.4,28.0,36.6,7.3,,349.0,7.6,,1010.4,
2024-05-12,31.1,28.0,35.0,4.2,,352.0,7.3,,1010.2,
2024-05-13,30.9,28.0,34.8,21.9,,88.0,7.6,,1009.1,
2024-05-14,28.7,24.3,32.4,4.3,,12.0,7.9,,1009.9,
2024-05-15,30.6,27.0,34.0,1.1,,63.0,8.3,,1010.0,
2024-05-16,30.4,24.7,34.2,4.4,,339.0,7.0,,1009.7,
2024-05-17,30.5,24.6,34.6,0.5,,321.0,6.0,,1009.1,
2024-05-18,30.6,27.4,34.8,0.4,,337.0,6.7,,1008.6,
2024-05-19,30.2,27.0,33.2,5.5,,333.0,7.7,,1007.5,
2024-05-20,30.6,27.4,34.4,1.3,,21.0,6.9,,1007.8,
2024-05-21,30.5,27.4,33.0,0.6,,22.0,8.3,,1008.2,
2024-05-22,30.5,28.0,33.8,11.1,,190.0,8.1,,1008.5,
2024-05-23,28.9,24.1,32.0,3.5,,334.0,8.3,,1009.0,
2024-05-24,29.2,26.0,33.4,23.4,,81.0,8.0,,1008.8,
2024-05-25,27.2,24.3,33.0,8.0,,68.0,6.8,,1010.5,
2024-05-26,29.4,24.5,33.0,0.2,,66.0,8.3,,1010.1,
2024-05-27,30.8,26.8,35.6,2.2,,53.0,7.2,,1009.3,
2024-05-28,30.7,27.0,34.0,0.7,,20.0,8.6,,1009.4,
2024-05-29,30.8,28.0,34.2,2.6,,71.0,7.6,,1009.2,
2024-05-30,30.6,28.0,33.4,0.3,,50.0,6.3,,1009.4,
2024-05-31,30.7,28.0,34.6,0.6,,11.0,6.5,,1009.8,
2024-06-01,29.8,26.6,33.0,4.9,,19.0,6.0,,1011.0,
2024-06-02,29.4,25.0,33.6,24.0,,15.0,5.9,,1011.3,
2024-06-03,28.8,23.5,33.8,7.3,,48.0,6.9,,1011.4,
2024-06-04,29.8,27.2,33.4,1.6,,307.0,6.6,,1011.7,
2024-06-05,30.0,27.0,33.4,0.9,,287.0,5.6,,1011.8,
2024-06-06,30.6,26.6,35.6,0.0,,69.0,8.0,,1011.1,
2024-06-07,29.8,27.0,33.2,0.2,,40.0,9.2,,1010.8,
2024-06-08,30.4,27.2,33.8,2.1,,69.0,9.9,,1010.1,
2024-06-09,29.6,27.6,33.4,16.9,,235.0,6.4,,1010.9,
2024-06-10,30.6,27.0,34.0,7.5,,324.0,7.3,,1011.1,
2024-06-11,28.3,23.9,33.4,13.9,,35.0,6.6,,1012.2,
2024-06-12,28.9,26.0,32.2,16.4,,69.0,8.4,,1012.7,
2024-06-13,28.9,23.5,32.6,10.4,,83.0,7.8,,1011.6,
2024-06-14,29.6,24.1,33.6,11.4,,26.0,7.6,,1009.9,
2024-06-15,28.8,23.6,33.2,13.0,,82.0,8.4,,1009.5,
2024-06-16,28.2,24.2,30.4,5.6,,323.0,7.1,,1010.0,
2024-06-17,29.7,23.7,32.4,0.8,,25.0,6.8,,1010.4,
2024-06-18,29.2,27.2,32.6,6.9,,25.0,8.3,,1010.5,
2024-06-19,29.7,26.0,33.8,0.0,,106.0,9.2,,1009.0,
2024-06-20,29.8,25.8,33.6,0.0,,95.0,10.9,,1008.7,
2024-06-21,29.8,22.5,34.2,0.0,,55.0,7.7,,1009.7,
2024-06-22,29.2,23.0,33.4,0.0,,341.0,6.9,,1010.5,
2024-06-23,30.0,22.1,34.4,0.0,,98.0,8.3,,1009.8,
2024-06-24,29.8,26.4,33.4,1.2,,93.0,8.2,,1009.5,
2024-06-25,27.2,23.9,32.4,31.2,,353.0,7.9,,1009.3,
2024-06-26,29.9,25.4,34.4,0.8,,56.0,10.9,,1008.6,
2024-06-27,29.5,26.0,33.2,3.2,,85.0,9.6,,1009.9,
2024-06-28,29.6,27.4,33.4,4.3,,90.0,8.9,,1010.5,
2024-06-29,27.4,23.9,33.2,5.7,,328.0,6.0,,1011.4,
2024-06-30,29.3,25.4,33.0,1.6,,24.0,7.4,,1010.8,
2024-07-01,28.6,26.0,32.0,4.6,,61.0,6.3,,1009.9,
2024-07-02,28.4,25.6,30.8,9.2,,75.0,6.4,,1010.4,
2024-07-03,28.2,23.5,32.4,4.8,,13.0,6.3,,1011.0,
2024-07-04,27.1,23.8,32.6,7.8,,45.0,7.4,,1011.0,
2024-07-05,26.7,24.6,32.2,7.8,,66.0,10.4,,1008.7,
2024-07-06,24.9,23.1,28.4,36.3,,53.0,11.2,,1009.2,
2024-07-07,27.3,23.6,30.4,0.4,,75.0,11.2,,1009.6,
2024-07-08,28.4,24.0,33.6,14.2,,47.0,7.3,,1009.4,
2024-07-09,28.9,24.8,31.6,4.6,,38.0,8.6,,1010.8,
2024-07-10,29.2,25.1,32.2,0.5,,71.0,9.0,,1011.8,
2024-07-11,29.1,26.2,31.8,0.0,,318.0,6.6,,1011.4,
2024-07-12,29.1,26.0,33.4,0.0,,76.0,9.1,,1009.7,
2024-07-13,28.7,20.2,31.9,0.0,,99.0,7.7,,1009.4,
2024-07-14,27.6,21.9,32.0,0.0,,42.0,7.7,,1009.1,
2024-07-15,28.2,19.8,32.8,0.0,,160.0,8.4,,1009.8,
2024-07-16,29.2,24.2,34.6,0.0,,45.0,8.0,,1010.0,
2024-07-17,29.3,24.0,33.2,0.0,,81.0,9.6,,1009.9,
2024-07-18,29.6,26.0,33.0,0.3,,78.0,8.9,,1011.4,
2024-07-19,29.3,23.3,33.4,0.0,,103.0,10.2,,1010.3,
2024-07-20,29.7,22.9,33.4,0.0,,112.0,9.6,,1010.8,
2024-07-21,29.8,26.0,34.4,0.0,,35.0,7.9,,1011.7,
2024-07-22,29.2,25.0,33.6,0.0,,33.0,7.7,,1011.9,
2024-07-23,29.3,26.6,32.6,0.0,,304.0,9.4,,1011.3,
2024-07-24,29.1,26.8,32.6,0.7,,23.0,7.9,,1009.7,
2024-07-25,28.7,25.0,32.0,0.7,,6.0,6.6,,1009.0,
2024-07-26,29.4,26.2,33.2,0.2,,29.0,7.2,,1010.0,
2024-07-27,29.8,26.4,34.4,0.0,,58.0,9.1,,1011.0,
2024-07-28,29.6,25.0,32.4,0.2,,341.0,8.1,,1010.5,
2024-07-29,29.7,26.4,34.0,0.0,,87.0,8.8,,1009.5,
2024-07-30,29.7,26.2,33.6,0.0,,23.0,7.9,,1010.8,
2024-07-31,30.1,26.8,33.6,0.0,,23.0,7.3,,1012.1,
2024-08-01,28.8,23.8,33.0,3.0,,294.0,8.1,,1012.1,
2024-08-02,28.8,25.0,32.6,5.1,,21.0,7.0,,1011.5,
2024-08-03,29.3,25.4,33.6,3.8,,70.0,6.6,,1011.8,
2024-08-04,29.4,23.7,33.4,0.4,,312.0,7.7,,1011.7,
2024-08-05,28.5,26.2,31.6,1.7,,328.0,7.0,,1011.0,
2024-08-06,29.6,26.2,33.8,0.0,,75.0,8.4,,1010.6,
2024-08-07,29.2,25.0,33.2,0.1,,49.0,9.0,,1011.1,
2024-08-08,29.6,27.0,33.6,0.4,,97.0,8.0,,1011.8,
2024-08-09,30.0,23.8,35.2,0.0,,20.0,8.2,,1010.5,
2024-08-10,29.8,25.0,33.8,1.1,,340.0,8.0,,1009.9,
2024-08-11,29.6,26.6,31.8,2.2,,326.0,8.0,,1009.4,
2024-08-12,27.0,22.7,31.9,0.0,,81.0,10.6,,1009.3,
2024-08-13,29.4,24.8,34.8,0.0,,64.0,8.5,,1010.3,
2024-08-14,29.8,25.0,34.4,0.0,,29.0,8.9,,1009.9,
2024-08-15,29.4,26.2,33.4,0.0,,302.0,9.6,,1009.0,
2024-08-16,29.2,23.3,33.4,0.2,,347.0,7.7,,1009.1,
2024-08-17,29.8,27.0,33.2,0.0,,4.0,8.6,,1009.6,
2024-08-18,29.3,25.0,33.6,0.0,,27.0,8.4,,1010.2,
2024-08-19,29.3,26.6,32.6,0.0,,31.0,8.2,,1009.7,
2024-08-20,29.0,23.2,33.4,0.0,,33.0,8.7,,1010.6,
2024-08-21,29.3,26.8,33.6,0.0,,35.0,8.5,,1011.4,
2024-08-22,29.5,25.0,33.4,0.0,,70.0,10.8,,1011.3,
2024-08-23,29.2,26.6,32.0,0.8,,25.0,7.7,,1012.1,
